family,exp_ev_ia,exp_ev_upd,exp_ev_pr3,bat_med,bat_shape,bat_scale,cure_frac,unc_med,unc_shape,unc_scale,n_attempts,n_pass_events,n_pass_futility,n_accepted,acceptance_rate,p_reach80,p_no_readout,median_hr_final,hr_final_low,hr_final_high,p_hr_below_threshold,p_success_overall,median_t80_months,p10_t80_months,p90_t80_months,median_hr_ia,median_z_ia,median_bat_alive_upd,median_gps_alive_upd
cure,58.90821298505756,73.06230534578101,77.32661579549753,19.0,1.0,27.411205776890306,0.35000000000000003,14.0,0.6,25.788075553870243,800,113,59,59,0.07375,1.0,0.0,0.4938213481515052,0.3533828114916169,0.7411408641866202,0.847457627118644,0.847457627118644,65.74709883997451,63.66186171047421,70.2963593888614,0.6596243921462448,1.6112241552867859,18.0,35.0
cure,59.39630793780975,72.74667611478787,77.00154736588149,14.0,0.6,25.788075553870243,0.15000000000000002,30.0,0.8999999999999999,45.07978681333657,800,116,58,58,0.0725,1.0,0.0,0.5446013124747877,0.4329395995830574,0.8369652570099642,0.7758620689655172,0.7758620689655172,66.02619547589859,63.496453004091215,70.78723705459616,0.5248100584609441,2.491182102273961,21.0,33.0
cure,59.19010012495856,73.3809478110131,77.96127086744926,18.0,0.6,33.15609714069031,0.05,29.0,0.8999999999999999,43.57712725289202,800,92,58,58,0.0725,1.0,0.0,0.687590452209712,0.48096804540182586,0.9547258645034185,0.3103448275862069,0.3103448275862069,65.26433944223916,63.36067857141801,67.24983762309441,0.6438604242496618,1.680090670563095,23.5,30.5
cure,58.63658764113599,72.73965532924117,77.3057827111062,18.0,0.6,33.15609714069031,0.05,30.0,0.8999999999999999,45.07978681333657,800,109,58,58,0.0725,1.0,0.0,0.6422048142673924,0.49889266001203847,0.9853932309884402,0.5,0.5,65.5708295418423,63.718622983686124,68.99405056008857,0.5652319870362592,2.1834523289000973,22.0,31.0
cure,59.3930589994325,72.60049091972661,76.70446031527743,18.0,0.8,28.460378974788597,0.15000000000000002,27.0,0.6,49.73414571103547,800,94,58,58,0.0725,1.0,0.0,0.5724009036792923,0.3707124247055621,0.7539498520282508,0.7586206896551724,0.7586206896551724,66.56618105080452,63.91837614659686,70.64295637406605,0.6618767557650944,1.6221606294301942,20.0,34.0
cure,58.51911495326553,73.46996669069591,78.10167119609255,18.0,0.8,28.460378974788597,0.25,22.0,0.8999999999999999,33.058510329780155,800,91,58,58,0.0725,1.0,0.0,0.539321453576991,0.3944288567799649,0.7827671650463368,0.8103448275862069,0.8103448275862069,66.4795335238151,63.67259283135166,68.64571178870611,0.5395305700983253,2.3223198300631807,20.0,34.0
cure,59.36763695903318,73.12730959873079,77.4658471644781,19.0,0.6,34.998102537395326,0.15000000000000002,23.0,0.8999999999999999,34.561169890224704,800,103,58,58,0.0725,1.0,0.0,0.6613236364859966,0.5056989422180078,1.0267344529372022,0.41379310344827586,0.41379310344827586,65.20781530425789,63.486339129507535,69.69149490196641,0.6115869933149019,1.8864107760767295,22.5,31.0
cure,59.2274280646048,73.24174595971587,77.41141660154835,20.0,0.8,31.62264330532066,0.35000000000000003,14.0,0.8999999999999999,21.03723384622373,800,116,58,58,0.0725,1.0,0.0,0.6039053910495175,0.4219899832469113,0.83879481658726,0.5517241379310345,0.5517241379310345,66.4097303478012,64.03286278222134,70.0013441083821,0.679212013784496,1.4789599318010285,22.0,32.0
cure,59.179075174379946,72.39662504101202,76.56504789603878,15.0,0.6,27.63008095057526,0.2,26.0,0.8999999999999999,39.06914857155836,800,105,57,57,0.07125,1.0,0.0,0.5710323482381664,0.40673431699377266,0.8265555821178241,0.7543859649122807,0.7543859649122807,65.45304251711138,63.46287909495386,71.3380711277132,0.5288811101094728,2.4165074321826774,21.0,33.0
cure,58.94728467333064,73.27213403409374,77.51230377928644,16.0,1.0,23.083120654223414,0.25,30.0,0.6,55.26016190115052,800,107,57,57,0.07125,1.0,0.0,0.3893452214548804,0.2893672767686793,0.5433930399906681,1.0,1.0,65.63574972078166,63.531359114039226,70.2979720395702,0.5068552822462531,2.6608794191676646,16.0,38.0
cure,59.7431449903952,72.81579691049575,76.84299746942638,17.0,0.6,31.314091743985294,0.25,20.0,0.8999999999999999,30.053191208891047,800,96,57,57,0.07125,1.0,0.0,0.6328312372597076,0.4235203674916477,0.8832507338958551,0.5263157894736842,0.5263157894736842,66.19150292172398,63.74261401889194,70.75849260563606,0.5429066628368372,2.3305517807969105,22.0,32.0
cure,58.63698535057498,72.72280055825729,76.8964801341109,17.0,1.0,24.525815695112378,0.35000000000000003,19.0,0.6,34.998102537395326,800,105,57,57,0.07125,1.0,0.0,0.43435442467054514,0.30466561866408004,0.6227099128213288,1.0,1.0,66.2633018596948,63.59140051539543,70.11954401216613,0.5957670709099736,1.9852286717721126,17.0,37.0
cure,59.41018375014202,73.13569045866006,77.4733487013875,18.0,0.6,33.15609714069031,0.15000000000000002,24.0,0.8999999999999999,36.06382945066925,800,102,57,57,0.07125,1.0,0.0,0.6793193735780333,0.4887663969391019,0.887528342880153,0.3157894736842105,0.3157894736842105,66.16557962349356,63.4817653332484,68.6344095764559,0.6054425339238666,1.8706136950520982,23.0,31.0
cure,60.01105111032896,73.09108923548959,77.12587361190793,18.0,0.8,28.460378974788597,0.2,22.0,0.6,40.524118727510384,800,105,57,57,0.07125,1.0,0.0,0.538151040776898,0.4165311932692244,0.7171256614681193,0.8947368421052632,0.8947368421052632,65.5803625402917,63.34637364348901,69.12904645564859,0.6217685155490976,1.8072762690328508,19.0,34.0
cure,58.541533439425336,73.02080675574635,77.44545766545858,16.0,0.6,29.47208634728028,0.30000000000000004,21.0,1.1999999999999997,28.50130488147714,800,93,56,56,0.07,1.0,0.0,0.5931674275769159,0.37609185549199814,0.82416488872575,0.5535714285714286,0.5535714285714286,65.77467585286455,63.78400201590472,68.99934996955878,0.5051157518681297,2.631066034740556,22.0,32.0
cure,59.088162902611494,73.08126391800504,77.174356570323,16.0,1.0,23.083120654223414,0.35000000000000003,21.0,0.6,38.682113330805365,800,102,56,56,0.07,1.0,0.0,0.3958030498925006,0.3020317828837981,0.5446608340022441,1.0,1.0,65.48991940954708,64.0151019958725,71.1190059064988,0.49008414171781817,2.7185797312948123,17.0,37.0
cure,59.49573439064779,73.32377908816144,77.33419227627247,17.0,0.6,31.314091743985294,0.35000000000000003,17.0,1.1999999999999997,23.07248490405292,800,94,56,56,0.07,1.0,0.0,0.6331211877311205,0.4145836244488532,0.9317990581115307,0.5178571428571429,0.5178571428571429,66.07741860373991,63.78830802552048,72.36771628269761,0.5906878848206847,2.0138158322004234,22.0,31.0
cure,58.89404206925285,73.04645092399585,77.27622198629562,18.0,1.0,25.968510736001342,0.35000000000000003,16.0,0.6,29.47208634728028,800,105,56,56,0.07,1.0,0.0,0.4842436171747534,0.3431486451322871,0.6264986493870929,0.9821428571428571,0.9821428571428571,65.77066056019022,63.634386097943214,70.92281242647972,0.619904068611843,1.8293743244606118,18.0,35.0
cure,59.496361075601946,72.92532969091494,77.13324184048562,19.0,0.8,30.04151114005463,0.1,28.0,0.6,51.576151107740486,800,101,56,56,0.07,1.0,0.0,0.5868055194386634,0.3961457989707259,0.7783264360859872,0.6964285714285714,0.6964285714285714,65.68271612047546,63.63839563411154,68.77902121470407,0.6731667109662223,1.5304774820336653,20.0,33.5
cure,59.567245706793216,72.722468999115,76.86987856698988,14.0,0.6,25.788075553870243,0.2,27.0,0.8999999999999999,40.571808132002914,800,99,55,55,0.06875,1.0,0.0,0.5455919766329076,0.41168754190193363,0.7667972157544541,0.8909090909090909,0.8909090909090909,65.54381235770698,64.01594259073634,68.8209997910914,0.4993822535692427,2.6602276972937013,20.0,33.0
cure,58.61204954667083,73.0608235196859,77.51045920488036,15.0,0.6,27.63008095057526,0.30000000000000004,22.0,1.1999999999999997,29.858509875833192,800,120,55,55,0.06875,1.0,0.0,0.5572997900349362,0.41949500168262605,0.8234730770622707,0.7272727272727273,0.7272727272727273,64.63487421314468,63.299577433802966,69.23002068407565,0.49799707403791343,2.6327929542896142,21.0,33.0
cure,58.819315068143325,72.57017356840095,76.64970612704072,16.0,0.8,25.29811464425653,0.4,17.0,0.8999999999999999,25.54521252755739,800,100,55,55,0.06875,1.0,0.0,0.4777678722370429,0.35397275168247916,0.6753089930944561,0.9272727272727272,0.9272727272727272,64.96311433633322,63.58967045217474,68.29085420008083,0.5185871583690257,2.4752256712544995,19.0,35.0
cure,58.793979409379155,72.94988978461825,77.11975441345754,16.0,1.0,23.083120654223414,0.30000000000000004,26.0,0.6,47.89214031433045,800,109,55,55,0.06875,1.0,0.0,0.39044824641831277,0.29894465142619275,0.5072172282274136,1.0,1.0,64.83938125063514,63.460055030150386,68.25174310550052,0.5035443308000562,2.6482730589348287,16.0,37.0
cure,59.199306144416866,72.62272912457158,76.8076557622459,19.0,0.6,34.998102537395326,0.2,21.0,0.8999999999999999,31.5558507693356,800,93,55,55,0.06875,1.0,0.0,0.6905404274028852,0.4600594329389099,0.965390355469226,0.38181818181818183,0.38181818181818183,66.3167034211885,63.61674022444605,70.12725380494231,0.6260793262561362,1.7582090092748541,23.0,31.0
cure,58.999052365988334,73.29585106011281,77.90006181341829,20.0,0.6,36.840107934100345,0.05,27.0,0.8999999999999999,40.571808132002914,800,106,55,55,0.06875,1.0,0.0,0.706773679539559,0.48251236928227703,1.037560136121012,0.2545454545454545,0.2545454545454545,65.22119702219975,63.75798579211514,68.71397257988005,0.6036873524665425,1.8968707950271626,23.0,30.0
cure,59.40339999990054,73.18919824160548,77.52304636975343,20.0,0.6,36.840107934100345,0.15000000000000002,22.0,0.8999999999999999,33.058510329780155,800,108,55,55,0.06875,1.0,0.0,0.6915702350951726,0.46757305181235065,0.9619874539923889,0.3090909090909091,0.3090909090909091,65.56249838413187,63.60532617174106,69.52634240340691,0.6224601291812535,1.8008942832479635,23.0,31.0
cure,58.530463646336706,73.47808646582352,78.14635366809046,16.0,0.6,29.47208634728028,0.25,23.0,1.1999999999999997,31.21571487018925,800,100,54,54,0.0675,1.0,0.0,0.6198963743950459,0.493652928146633,0.8209453787651068,0.5370370370370371,0.5370370370370371,65.03358282390438,63.51034971404268,68.456307591395,0.5390574949080235,2.346459900695833,23.0,31.5
cure,58.519419974454294,72.97906085036716,77.05239197633979,17.0,0.8,26.879246809522563,0.45,15.0,1.1999999999999997,20.358074915340815,800,106,54,54,0.0675,1.0,0.0,0.4941210148055173,0.38241019629142364,0.6467888200821632,0.9444444444444444,0.9444444444444444,65.83766202130548,63.30266271084043,71.64506514716345,0.5319633906868695,2.4260204871488185,19.0,34.0
cure,59.55305952178356,72.63042430521176,76.6850260934781,19.0,0.8,30.04151114005463,0.2,21.0,0.6,38.682113330805365,800,100,54,54,0.0675,1.0,0.0,0.5652544794098785,0.3746732085069141,0.7500030153203181,0.7037037037037037,0.7037037037037037,66.50258644958036,63.81664908588563,69.84021597000357,0.6487466781537787,1.6331229268177125,21.0,33.0
cure,59.268420573626145,72.51376021126315,76.64698068366494,19.0,0.8,30.04151114005463,0.15000000000000002,25.0,0.6,46.050134917625435,800,107,54,54,0.0675,1.0,0.0,0.6163244149073736,0.3820589265421718,0.7734969194355991,0.6111111111111112,0.6111111111111112,65.5789070784781,63.43490919717377,70.22224564078486,0.6742892796981601,1.5099423363491735,21.0,32.0
cure,58.59213764252881,73.24817996692764,77.78947797236764,21.0,1.0,30.296595858668233,0.25,17.0,0.6,31.314091743985294,800,114,54,54,0.0675,1.0,0.0,0.5656677500924596,0.4360960921894895,0.7413953804501066,0.7777777777777778,0.7777777777777778,65.6822824180835,63.834342986625174,70.15115095571885,0.6937943355175444,1.3934836300031734,20.5,34.0
cure,59.13140553252194,73.24125826749051,77.48774534352913,15.0,0.8,23.7169824789905,0.35000000000000003,21.0,0.8999999999999999,31.5558507693356,800,115,53,53,0.06625,1.0,0.0,0.42981651155213507,0.29587831480077786,0.6942844846498372,0.9433962264150944,0.9433962264150944,65.58490123004488,63.720837903662314,70.39821500459688,0.49335363577323593,2.652714540979878,18.0,36.0
cure,59.2726339025449,72.70478788856167,76.87640851586778,20.0,0.6,36.840107934100345,0.2,20.0,0.8999999999999999,30.053191208891047,800,105,53,53,0.06625,1.0,0.0,0.7287078471753712,0.4491785653916636,1.0134425444428123,0.18867924528301888,0.18867924528301888,65.80446611795712,63.76493544762145,70.30365753428435,0.6684983448889489,1.578677337307078,24.0,30.0
cure,59.04454094133298,73.47072365640199,77.87705188658933,20.0,1.0,28.85390081777927,0.30000000000000004,15.0,0.6,27.63008095057526,800,113,53,53,0.06625,1.0,0.0,0.5547060019870367,0.3572361794709601,0.6960497932197597,0.8679245283018868,0.8679245283018868,65.11121139798402,63.51854379685854,69.4659475385113,0.689068289736782,1.4519748446872653,19.0,34.0
cure,58.7957239841996,72.38105585603034,76.69303293513548,21.0,0.8,33.2037754705867,0.05,29.0,0.6,53.418156504445506,800,124,53,53,0.06625,1.0,0.0,0.6140969274886545,0.4397822970169403,0.8460531297797539,0.5849056603773585,0.5849056603773585,66.40354742689249,63.82316522193011,69.06100283469469,0.6775898866697151,1.4867782322580374,21.0,32.0
cure,59.28694013372117,73.01959940295347,77.08306888278844,15.0,0.8,23.7169824789905,0.4,18.0,0.8999999999999999,27.04787208800194,800,121,52,52,0.065,1.0,0.0,0.4523346043209048,0.34854921470173944,0.6731899926547618,0.9615384615384616,0.9615384615384616,65.92549460391011,63.455070108650844,69.55955610141739,0.4999418766153068,2.6614253799367575,18.0,36.0
cure,59.24047154439737,73.42657919198258,77.68855519744918,16.0,0.8,25.29811464425653,0.35000000000000003,19.0,0.8999999999999999,28.550531648446494,800,101,52,52,0.065,1.0,0.0,0.48174773811196003,0.33687365441912437,0.7034719410716797,0.9423076923076923,0.9423076923076923,65.28558699689526,63.5412494667192,70.52670452135044,0.507767624354043,2.633919772957749,19.0,35.0
cure,60.058745711265495,73.16595678178001,77.22242754561309,19.0,0.8,30.04151114005463,0.2,20.0,0.6,36.840107934100345,800,99,52,52,0.065,1.0,0.0,0.5617210760945714,0.3944765782605443,0.7825606885953825,0.7692307692307693,0.7692307692307693,66.09194874861583,63.65295429908834,70.65383925697573,0.6191353185508914,1.8265823008901618,20.0,33.5
cure,59.87536764908554,73.3748518998282,77.61438906947896,20.0,0.8,31.62264330532066,0.1,25.0,0.6,46.050134917625435,800,112,52,52,0.065,1.0,0.0,0.6154805711088773,0.4301870715773811,0.7590861070463326,0.6153846153846154,0.6153846153846154,66.22533192230844,63.66545999513207,71.68117733634409,0.695921639574296,1.3918947420617551,21.0,32.0
cure,59.00154116448684,73.09514644383707,77.56910115951908,22.0,0.6,40.524118727510384,0.1,23.0,0.8999999999999999,34.561169890224704,800,101,52,52,0.065,1.0,0.0,0.8038291944649681,0.5600635870957692,1.0054478208237982,0.1346153846153846,0.1346153846153846,65.67608833068422,63.732003490726086,69.25442684444752,0.6762047529065143,1.495599253208409,25.0,29.0
cure,59.00632408529566,73.35002854171205,77.96062730789163,21.0,0.6,38.682113330805365,0.05,26.0,0.8999999999999999,39.06914857155836,800,112,51,51,0.06375,1.0,0.0,0.7415181465631047,0.4927294159539874,1.008079523804211,0.17647058823529413,0.17647058823529413,65.41119187377036,63.658005300315025,68.67691763207132,0.6646122600786477,1.5515163317732854,24.0,30.0
cure,58.771292263048124,72.51978264589518,76.85129455458471,21.0,0.6,38.682113330805365,0.15000000000000002,22.0,0.8999999999999999,33.058510329780155,800,108,51,51,0.06375,1.0,0.0,0.7435106436249524,0.5371124091467071,0.9586034954442927,0.17647058823529413,0.17647058823529413,66.1410478209419,63.49792714376515,68.7494980638728,0.6428393114244896,1.6990200219009897,24.0,29.0
cure,58.671376838831186,73.0490065984653,77.47387338926366,21.0,1.0,30.296595858668233,0.30000000000000004,14.0,0.6,25.788075553870243,800,117,51,51,0.06375,1.0,0.0,0.5316201439076473,0.38425167682206196,0.6787227080501858,0.9215686274509803,0.9215686274509803,66.81574426261943,63.828847107259534,70.52037002943688,0.6530533249420845,1.6483694398205153,19.0,34.0
cure,58.91635946974672,72.94526552839062,77.22591601448798,21.0,1.0,30.296595858668233,0.35000000000000003,11.0,0.6,20.262059363755192,800,117,51,51,0.06375,1.0,0.0,0.5416094899168391,0.38281318939193315,0.7000215912566359,0.8823529411764706,0.8823529411764706,65.9724588788144,64.11269158878804,69.08298347829712,0.6919213023150971,1.4555906858567147,19.0,34.0
cure,58.91853813227068,72.68270919764485,77.00233738687527,22.0,0.6,40.524118727510384,0.15000000000000002,21.0,0.8999999999999999,31.5558507693356,800,108,51,51,0.06375,1.0,0.0,0.7559234036897577,0.5957222696072635,1.129797569692293,0.13725490196078433,0.13725490196078433,65.5935407164112,63.48767029258427,70.34622258853886,0.7038159641321515,1.3706465424277214,24.0,30.0
cure,59.17584820247489,73.2814165854385,77.55533346735413,20.0,1.0,28.85390081777927,0.35000000000000003,12.0,0.6,22.104064760460208,800,102,50,50,0.0625,1.0,0.0,0.5108989555419847,0.389487049196804,0.7117364835414878,0.84,0.84,65.8633191625147,63.99359709455019,70.61349913918487,0.6561454326082656,1.621188107946732,19.0,35.0
cure,59.08056068025584,73.46700447879199,78.08016384328224,22.0,0.6,40.524118727510384,0.05,25.0,0.8999999999999999,37.56648901111381,800,116,50,50,0.0625,1.0,0.0,0.8064401904368337,0.5390615190997495,1.0546867852123398,0.1,0.1,65.33884200449972,63.45977609083784,68.15603751107369,0.7001953166040547,1.3518370260785488,25.0,29.0
cure,58.936137379146345,73.3433454975322,77.60552218447754,19.0,0.6,34.998102537395326,0.30000000000000004,18.0,1.1999999999999997,24.429689898408977,800,99,49,49,0.06125,1.0,0.0,0.664246394307133,0.44456225551360395,0.9058456009361231,0.40816326530612246,0.40816326530612246,66.06911918940702,63.471271223887705,70.1788466725886,0.5856420770325881,2.0263386289340866,23.0,31.0
cure,58.630287386594986,72.90861005963474,77.0814560901577,21.0,0.6,38.682113330805365,0.30000000000000004,17.0,1.1999999999999997,23.07248490405292,800,93,49,49,0.06125,1.0,0.0,0.7032890933205297,0.49498316661137487,1.0071292582229554,0.22448979591836735,0.22448979591836735,66.31049363409468,63.60339378945431,70.63356382093255,0.6547429587762015,1.6416938042873614,24.0,30.0
cure,59.04330695207962,72.4914793714176,76.73777081289109,21.0,0.8,33.2037754705867,0.1,25.0,0.6,46.050134917625435,800,109,49,49,0.06125,1.0,0.0,0.6415031750602915,0.4719725737176317,0.874242550402808,0.4489795918367347,0.4489795918367347,65.68027811984737,63.88469206961376,69.36492642361566,0.6722042694649758,1.5166899180269227,21.0,33.0
cure,59.77388647935045,72.69351058793697,76.71403037851852,14.0,0.6,25.788075553870243,0.25,24.0,0.8999999999999999,36.06382945066925,800,89,48,48,0.06,1.0,0.0,0.5353376131198913,0.41106442466402815,0.7204867235643164,0.8333333333333334,0.8333333333333334,65.8330593992348,63.80486519726762,70.09088339046438,0.4902279715877833,2.7131429500840234,20.0,33.0
cure,58.78833601760253,72.64110206155647,76.75014782573265,18.0,1.0,25.968510736001342,0.4,13.0,0.6,23.946070157165224,800,88,48,48,0.06,1.0,0.0,0.43644095394158655,0.3470664986583014,0.6242848355329182,0.9791666666666666,0.9791666666666666,66.08123981454159,63.58735172054866,71.60661133358086,0.5807794330182425,2.0570869786524026,17.0,37.0
cure,60.162243686868514,73.47808107639126,77.62150759430824,19.0,0.8,30.04151114005463,0.15000000000000002,23.0,0.6,42.366124124215396,800,102,48,48,0.06,1.0,0.0,0.5743437637501735,0.4152246789952668,0.766496253064227,0.6458333333333334,0.6458333333333334,65.87946374752343,63.6804548020656,69.55602939316073,0.6562405845132535,1.5892896879663767,20.5,33.0
cure,58.964960612050575,72.38527862790437,76.66651783722295,15.0,0.6,27.63008095057526,0.15000000000000002,29.0,0.8999999999999999,43.57712725289202,800,95,47,47,0.05875,1.0,0.0,0.5840496568029195,0.4483239495063343,0.8471354513951049,0.7021276595744681,0.7021276595744681,66.07439453310383,63.360299828554865,69.25679411535634,0.5077610718144677,2.5981588593897955,21.0,33.0
cure,58.89250905735212,72.95498839223588,77.43283923981537,21.0,0.6,38.682113330805365,0.1,24.0,0.8999999999999999,36.06382945066925,800,101,47,47,0.05875,1.0,0.0,0.7813939984606899,0.5413387701968587,1.0087324177798844,0.14893617021276595,0.14893617021276595,65.38612128543868,63.908442148727296,68.9548196818907,0.6915237086536726,1.4355226778179624,25.0,29.0
cure,58.838500650362555,72.4468067425176,76.77704441248727,22.0,0.8,34.784907635852726,0.05,27.0,0.6,49.73414571103547,800,107,47,47,0.05875,1.0,0.0,0.6228761316425875,0.4511017166061817,0.80489065614534,0.5531914893617021,0.5531914893617021,66.08800225803219,63.69888151165852,70.76588656410782,0.6806394717737487,1.4786396367219174,21.0,32.0
cure,59.236024770470365,73.21638408697524,77.27316102033905,15.0,1.0,21.64042561333445,0.30000000000000004,29.0,0.6,53.418156504445506,800,102,46,46,0.0575,1.0,0.0,0.3612216566337768,0.30014154530479836,0.5062257841022085,1.0,1.0,65.33718371237256,63.400304371621566,69.69827969482543,0.4583817925248336,2.981510002252829,15.0,38.0
cure,58.706656872942574,73.28769571302165,77.42575347184015,16.0,0.8,25.29811464425653,0.45,16.0,1.1999999999999997,21.715279909696868,800,94,46,46,0.0575,1.0,0.0,0.5100072307020211,0.36603595080882323,0.6103261263814492,0.9782608695652174,0.9782608695652174,65.7270709701959,63.29725117624655,70.87883743627988,0.5081069735364445,2.5870985440846734,20.0,34.0
cure,58.59826423018541,73.0271964011967,77.10257029671696,17.0,1.0,24.525815695112378,0.5,12.0,0.8999999999999999,18.031914725334627,800,83,46,46,0.0575,1.0,0.0,0.4026404503955367,0.28350424919293504,0.5801290174519813,1.0,1.0,66.13384403627485,63.64980593868301,70.715840253566,0.5240031719515924,2.5332997924072043,17.0,37.0
cure,59.01570602738319,72.4391755027807,76.66564098292909,20.0,0.8,31.62264330532066,0.1,27.0,0.6,49.73414571103547,800,107,46,46,0.0575,1.0,0.0,0.6121872472473031,0.4694379184638612,0.8600864562667633,0.5434782608695652,0.5434782608695652,66.9636370168119,63.874626049665196,70.38198008184784,0.6813449548250707,1.465060367303047,21.5,32.0
cure,59.42787350625217,72.85682191213098,77.00795610477721,21.0,0.6,38.682113330805365,0.2,19.0,0.8999999999999999,28.550531648446494,800,108,46,46,0.0575,1.0,0.0,0.7751378145749278,0.5025437336793314,0.9524340683599473,0.2826086956521739,0.2826086956521739,65.66023424592925,63.44511445347614,69.46998407621362,0.6614809277307486,1.5906231981174948,24.0,30.0
cure,59.201192976492194,72.82665416640036,77.1465137155443,21.0,0.8,33.2037754705867,0.05,28.0,0.6,51.576151107740486,800,109,46,46,0.0575,1.0,0.0,0.6250848820134958,0.3950931062589997,0.7839549190686049,0.5434782608695652,0.5434782608695652,65.67317511093034,63.30734224884502,69.77084456110086,0.658351891134112,1.611756197816411,21.0,33.0
cure,58.516017228730696,73.07454995767375,77.80257014569327,22.0,0.6,40.524118727510384,0.0,28.0,0.8999999999999999,42.07446769244746,800,99,46,46,0.0575,1.0,0.0,0.7873429081042506,0.5327363052975616,0.9905438690208326,0.15217391304347827,0.15217391304347827,65.47499363462168,63.76499560209278,68.28273226091827,0.6444895441444196,1.6781286988225617,24.0,29.0
cure,58.51335407620584,72.85952743365182,77.4679621299151,23.0,0.6,42.366124124215396,0.05,25.0,0.8999999999999999,37.56648901111381,800,110,46,46,0.0575,1.0,0.0,0.7810670994422606,0.5387590988385331,1.0296313779618271,0.13043478260869565,0.13043478260869565,66.34334293014824,63.548786185592476,68.58287562841399,0.6893520030312215,1.4189393201816078,25.0,28.5
cure,59.46941440712952,73.41447723317182,77.59448109784506,14.0,0.6,25.788075553870243,0.35000000000000003,20.0,1.1999999999999997,27.144099887121083,800,107,45,45,0.05625,1.0,0.0,0.544198503836146,0.4306891878518206,0.7397931004770971,0.7555555555555555,0.7555555555555555,65.38414175485238,63.66360838153957,70.51704253606033,0.5016633780570453,2.6668592885532423,22.0,32.0
cure,59.367597981053464,73.3091811369398,77.44974574052077,15.0,0.6,27.63008095057526,0.35000000000000003,19.0,1.1999999999999997,25.78689489276503,800,86,45,45,0.05625,1.0,0.0,0.5652267706905717,0.4444081482131431,0.8327902462625268,0.7111111111111111,0.7111111111111111,65.68063444134626,63.50930291668995,70.01274887504121,0.5126680179601155,2.528966514675834,21.0,33.0
cure,59.76239527765633,73.06885444963112,77.2276977046493,20.0,0.8,31.62264330532066,0.15000000000000002,22.0,0.6,40.524118727510384,800,105,45,45,0.05625,1.0,0.0,0.6163617436475799,0.42511513620316815,0.8318718631344104,0.5777777777777777,0.5777777777777777,66.05028872948878,63.871479945090755,69.8564494669205,0.7211563886856193,1.24969803956522,21.0,32.0
cure,59.71227292120125,72.80391025812766,76.87239635923947,20.0,0.8,31.62264330532066,0.2,19.0,0.6,34.998102537395326,800,99,45,45,0.05625,1.0,0.0,0.5823871312570059,0.4385630072982266,0.769278557245099,0.6444444444444445,0.6444444444444445,66.93287596930982,64.2803300600706,70.84091360653385,0.6578927882606972,1.5860695788214614,21.0,33.0
cure,59.28026966421384,72.55249896126197,76.70732624828722,20.0,0.8,31.62264330532066,0.15000000000000002,23.0,0.6,42.366124124215396,800,108,45,45,0.05625,1.0,0.0,0.5780503095167734,0.396377420635101,0.7668181498144584,0.6666666666666666,0.6666666666666666,66.68962999126761,63.95876227470399,69.5721595466105,0.6651086758912133,1.587040027204074,20.0,33.0
cure,58.67556410316659,72.4120214293345,76.54834422849446,20.0,1.0,28.85390081777927,0.4,10.0,0.6,18.420053967050173,800,97,44,44,0.055,1.0,0.0,0.5133609493933879,0.3519774211894926,0.6551992841396947,0.9090909090909091,0.9090909090909091,64.84469541242424,63.84399366764236,68.51485958176089,0.65447503477849,1.6506350203065403,18.0,35.0
cure,59.51805181968838,73.20080229560978,77.30391731882665,20.0,1.0,28.85390081777927,0.4,9.0,0.6,16.578048570345157,800,115,44,44,0.055,1.0,0.0,0.5028865004998319,0.3655819603542983,0.6698246357633285,0.9545454545454546,0.9545454545454546,66.43894631760028,64.01591129095877,70.98133545670773,0.673818564673145,1.5107627332191096,19.0,35.0
cure,58.69041244697142,72.60897387578456,76.83087546260512,14.0,0.6,25.788075553870243,0.35000000000000003,21.0,1.1999999999999997,28.50130488147714,800,104,43,43,0.05375,1.0,0.0,0.5317110264320316,0.4214230601569683,0.6857582476709438,0.8604651162790697,0.8604651162790697,66.23545397630673,63.891373264512936,72.17838140855189,0.47647430500434057,2.834477899002202,21.0,33.0
cure,58.789469393073205,73.18423363891519,77.64547974359553,14.0,0.6,25.788075553870243,0.30000000000000004,23.0,1.1999999999999997,31.21571487018925,800,106,43,43,0.05375,1.0,0.0,0.5409193605291462,0.4293878242034991,0.6992035671719078,0.813953488372093,0.813953488372093,65.5110438178806,63.46382240646284,68.4579379133222,0.46842470114289037,2.861608755204386,21.0,33.0
cure,59.377799174009795,73.2815943566516,77.36590184316304,16.0,0.6,29.47208634728028,0.35000000000000003,18.0,1.1999999999999997,24.429689898408977,800,88,43,43,0.05375,1.0,0.0,0.6101604192682036,0.40910232106107897,0.7657522115617017,0.5116279069767442,0.5116279069767442,66.23624764648815,64.33003819403048,69.26765434640404,0.5473088526732627,2.272589441142656,22.0,31.0
cure,59.52884986929511,73.27088725805756,77.31924784766701,16.0,0.8,25.29811464425653,0.4,16.0,0.8999999999999999,24.042552967112837,800,89,43,43,0.05375,1.0,0.0,0.47590843284094897,0.35154123686504374,0.6668975438786978,0.9069767441860465,0.9069767441860465,66.35989211651666,63.751813088380445,68.61772130082693,0.5091591370303579,2.586953288012953,18.0,35.0
